,id,text,created_at
23,1620553862250627072,U.S. labor cost growth smallest in a year https://t.co/t8jQCrdWK4 https://t.co/HOyb4Q4mxi,2023-01-31 22:45:23+00:00
24,1620553763202240513,"As Kyiv Zoo struggles to keep animals warm during hours-long power cuts, a team at Berlin Zoo has managed to raise $430,000 to pay for generators and other items https://t.co/jselRIosrF https://t.co/yjNf4m5Syu",2023-01-31 22:45:00+00:00
25,1620552583218610178,"'Hands off Africa,' Pope Francis tells rich world https://t.co/PIUKzoaiiQ https://t.co/AdpAKOlOLV",2023-01-31 22:40:18+00:00
26,1620552504789327874,"The Princess of Wales has made the issue of developmental needs of children under the age of five one of her focal campaigns, setting up the Royal Foundation Centre for Early Childhood two years ago. Kate was joined by Prince William at the launch of Shaping Us event https://t.co/ytjGbAuiDG",2023-01-31 22:40:00+00:00
27,1620551316941541376,"Tesla considering plant near Mexico City's new airport, Mexican official says https://t.co/cIGHCJmPAI https://t.co/26ebInQJvt",2023-01-31 22:35:17+00:00
28,1620551246749769728,"The Biden administration has stopped approving licenses for U.S. companies to export most items to China's Huawei, according to three people familiar with the matter. More here: https://t.co/HCpIMSWOAU https://t.co/EF2T2rg3Hf",2023-01-31 22:35:00+00:00
29,1620550832453451777,LIVE: People protesting against Peru’s President Dina Boluarte march through Lima https://t.co/cUIwDKJFum,2023-01-31 22:33:21+00:00
30,1620550131949993989,Court blocks New Jersey law that allows state to sue gun industry https://t.co/zbx7EgLQb7 https://t.co/vNfcoHSa5V,2023-01-31 22:30:34+00:00
31,1620548855862263810,"U.S. Representative George Santos, who has admitted to fabricating much of his resume, told fellow Republican lawmakers he would not serve on committees for now, lawmakers said https://t.co/FDndwpV69r https://t.co/bubMcJztir",2023-01-31 22:25:30+00:00
32,1620548806772146177,"Apple workplace rules violate U.S. labor law, agency finds https://t.co/CDlCkPmV2x https://t.co/eSWfhGXHbn",2023-01-31 22:25:18+00:00
33,1620547597516607489,Dinosaur skeletons discovered in the U.S. will be featured at a museum in Denmark's Knuthenborg Safaripark https://t.co/BpINOXfyu5,2023-01-31 22:20:30+00:00
34,1620547562426990598,ATP finds 'insufficient evidence' on abuse allegations against Zverev https://t.co/ZqJGm7SPlj https://t.co/teO5BIgif4,2023-01-31 22:20:21+00:00
35,1620546336679395328,Britain's Tesco buys Paperchase stationery brand https://t.co/kMBXDkYZaV https://t.co/i6hOMr1mAQ,2023-01-31 22:15:29+00:00
36,1620545098751660032,Vodafone's interim CEO faces first public test as calls for change grow https://t.co/vr7752p35C https://t.co/xv8d1SFo7S,2023-01-31 22:10:34+00:00
37,1620544956178759680,Algeria's all-women car rally took drivers through 780 miles of winding scenic roads across the country https://t.co/HxWG2mSCKv,2023-01-31 22:10:00+00:00
38,1620543825864278020,EU studying whether Big Tech should pay network costs -EU document https://t.co/My389bOMha https://t.co/PondCtqQMY,2023-01-31 22:05:30+00:00
39,1620542668479528963,"As billionaire battles short-seller, 'IndiaStandsWithAdani' trends online https://t.co/HydNLtORdz https://t.co/jRVj7uykGh",2023-01-31 22:00:55+00:00
40,1620541300771545090,Analysis: GM goes slow on EVs as rivals fight a price war https://t.co/UwchOV09dR https://t.co/WTfHizPU5z,2023-01-31 21:55:28+00:00
41,1620540041972826128,Explainer: What is driving the violence in eastern Congo? https://t.co/HmOQGhYxiJ https://t.co/WhT1CA1k0N,2023-01-31 21:50:28+00:00
42,1620538784252059648,"U.S., India partnership targets arms and AI to compete with China https://t.co/B8E5AbxLht https://t.co/AWcMI9JcCk",2023-01-31 21:45:28+00:00
43,1620537531501617154,"Emirates completed a demonstration flight powered by 100% sustainable aviation fuel, as part of the global aviation industry's push to meet strict carbon emission targets https://t.co/RpEzu4FOqu",2023-01-31 21:40:30+00:00
44,1620537522437734401,Poland aims to get training time on Leopard tanks down to 5 weeks https://t.co/xqMkI6Oh2v https://t.co/8V3dDDkrvK,2023-01-31 21:40:28+00:00
45,1620536273353015296,"Mining giant Rio Tinto has apologized for the loss of a tiny radioactive capsule containing Caesium-137, that has sparked a hunt across Western Australia https://t.co/8gjdtAvd95 https://t.co/XI46KJNSt4",2023-01-31 21:35:30+00:00
46,1620536256852525060,GM shoves aside recession fears with robust 2023 forecast https://t.co/DBCRopfLYu https://t.co/NixnZLEdVF,2023-01-31 21:35:26+00:00
47,1620535063795343361,U.S. FTC asks judge to pause Meta deal for VR company Within https://t.co/NV0RtAw185 https://t.co/c67wUDW2uT,2023-01-31 21:30:41+00:00
48,1620533756556722177,"Exxon Mobil reaped a historic $56 billion in profit in 2022, taking home about $6.3 million per hour last year https://t.co/Xt7ycqbnwx $XOM https://t.co/Rf04pwpzjD",2023-01-31 21:25:30+00:00
49,1620533752064532487,U.S. and allies mark anniversary of Myanmar coup with more sanctions https://t.co/5kATz28II1 https://t.co/2UFGFubWjU,2023-01-31 21:25:29+00:00
50,1620532498450063362,"A video of a Maryland man stealing a gorilla statue from an antique shop earlier in January was released by police. The suspect is seen cutting the cable that held the statue in place, loading the statue into the back of his truck and driving off https://t.co/kLF3yGYvsL",2023-01-31 21:20:30+00:00
51,1620532490526924802,Payments firm PayPal to lay off 7% of its workforce to cut costs https://t.co/2QRsNgbAsc https://t.co/4j8rx8E9Ad,2023-01-31 21:20:28+00:00
52,1620531242193002496,U.S. Rep. Santos to recuse himself from committee assignments https://t.co/DsizCDqt0V https://t.co/s7O7SPRhMj,2023-01-31 21:15:30+00:00
53,1620529981666254850,"A comet, whose greenish, emerald hue is the result of a clash between sunlight and carbon-based molecules around its nucleus, will pass by the Earth this week https://t.co/hcmW9rB11x https://t.co/wkHkGiJaNj",2023-01-31 21:10:30+00:00
54,1620529967686615046,"Amazon illegally threatened NYC workers ahead of union votes, judge finds https://t.co/MQh7DL8vrT https://t.co/bYSdlskijs",2023-01-31 21:10:26+00:00
55,1620528706849570817,Wall St gains after encouraging inflation data with Fed next https://t.co/6qdaVa8zxW https://t.co/5I8kUHcC1T,2023-01-31 21:05:26+00:00
56,1620527926847365120,"Few sanctioned Russian oligarchs disclose UK property, despite new transparency law https://t.co/0jvfe3lzLS",2023-01-31 21:02:20+00:00
57,1620527675994681344,LIVE: Boeing delivers final 747 jet https://t.co/7iUhQv1V5E,2023-01-31 21:01:20+00:00
58,1620527553671827457,From Breakingviews - McDonald’s finds inflationary happy place https://t.co/VqE3fcTesO,2023-01-31 21:00:51+00:00
59,1620527470540726272,"China's economic activity swung back to growth in January, helped by a seasonal surge in spending for the Lunar New Year holiday https://t.co/84rNJ8QV8p https://t.co/NitUMNS3da",2023-01-31 21:00:31+00:00
60,1620526195849760768,Elon Musk seeks to end lawsuit over 'inadvertent' late disclosure of Twitter stake https://t.co/FpdycPaprl https://t.co/krSx6802zQ,2023-01-31 20:55:27+00:00
61,1620524948354629633,UK government pledges to make green spaces or water body of some kind within walking distance. The pledge involves 70 projects including a promise to restore 400 miles of river and at least 1.2 million acres of wildlife habitat https://t.co/XGCi5QA7h8,2023-01-31 20:50:30+00:00
62,1620524944709804034,Memphis prosecutor sees more charges possible in Nichols case https://t.co/5W6cJi6Z66 https://t.co/eh97N7gjAE,2023-01-31 20:50:29+00:00
63,1620523670975168517,"AbbVie's Humira gets a U.S. rival, but costs could stay high https://t.co/kJIJtKaxMK https://t.co/4MgFi5wqux",2023-01-31 20:45:25+00:00
64,1620522432028090368,WATCH: Here are this week's big stories in the world of virtual money 👇 https://t.co/hUCkqwFd4R,2023-01-31 20:40:30+00:00
65,1620522426021855233,"McDonald's sales, profit top estimates as inflation persists https://t.co/wEn9RuMhKP https://t.co/7keEjigSEp",2023-01-31 20:40:28+00:00
66,1620521155881836545,GM to help Lithium Americas develop Nevada's Thacker Pass mine https://t.co/o28sFVS12o https://t.co/QdfdJ2s4Wf,2023-01-31 20:35:26+00:00
67,1620519956524814339,U.S. execs sound a note of caution even as earnings outstrip estimates https://t.co/Z3dKErTUqP https://t.co/wOPGmkaQDv,2023-01-31 20:30:40+00:00
68,1620518656810565633,"Teachers across England and Wales plan to go on strike this week to demand higher wages, joining nurses, rail workers and others in what could become Britain's biggest day of coordinated industrial action for decades https://t.co/vaVGpZCR5z https://t.co/rOYTOfk3Zo",2023-01-31 20:25:30+00:00
69,1620518649583779840,Airbus and Qatar edge towards agreement in A350 dispute - sources https://t.co/gHDjQtOBxd https://t.co/frQvWdQgSi,2023-01-31 20:25:28+00:00
70,1620517394639618048,"Italy facing attacks by international anarchists, foreign minister says https://t.co/eLl8oxjEDi https://t.co/felROMAjrI",2023-01-31 20:20:29+00:00
71,1620516156653146112,"Lebanon to devalue currency by 90% on Feb. 1, central bank chief says https://t.co/XKQ89ZPHOn https://t.co/pplweZLbv3",2023-01-31 20:15:34+00:00
72,1620516140094046209,"The euro zone has managed to dodge a recession, with GDP across the bloc expanding by 0.1% in the fourth quarter https://t.co/qBTUDvLK8U https://t.co/7Xg18ve6iv",2023-01-31 20:15:30+00:00
73,1620514870553710593,Explainer: Why are there protests in Peru and what comes next? https://t.co/UwmH5PWIrB https://t.co/SyKfFZW09Y,2023-01-31 20:10:27+00:00
74,1620514756284006402,"Tech giant Samsung reported its lowest quarterly profit in eight years, as clients tightened their belts on a weak economy https://t.co/sqcJOK6be6 https://t.co/tLAtlM3JN2",2023-01-31 20:10:00+00:00
75,1620514378532397057,"U.S. Secretary of State Antony Blinken shuttled from Israel to the occupied West Bank, appealing for an end to resurgent violence and reaffirming Washington's backing for a two-state solution to the decades-long conflict https://t.co/fpvwrhMZXn https://t.co/dHC0DN0wqX",2023-01-31 20:08:30+00:00
76,1620513624086249476,Crowds marched through cities across France to denounce a reform that raises the retirement age by two years to 64 and which is a test of Macron's ability to push through change now that he has lost his working majority in parliament https://t.co/ZYEMQucR1j https://t.co/8foNta4IPk,2023-01-31 20:05:30+00:00
77,1620513608135327744,Memphis fires two EMTs who responded to police beating of Tyre Nichols https://t.co/zGBnPNm2Xs https://t.co/Hjl9S85JSz,2023-01-31 20:05:26+00:00
78,1620512470128365569,"Pfizer sees steep 2023 fall in COVID sales, aims to bolster pipeline https://t.co/Zo7mAaZgUz https://t.co/9dgo6JUFXe",2023-01-31 20:00:55+00:00
79,1620512243895963649,Former New Zealand prop Campbell Johnstone has become first All Black to come out as gay and said he hopes his announcement will ‘take away the pressure and stigma surrounding the issue’ https://t.co/RgFdutun5S https://t.co/lWji76W8HM,2023-01-31 20:00:01+00:00
80,1620511089334132738,Biden offers millions and hope for delayed Hudson River tunnel project https://t.co/YNPQZSlgG3 https://t.co/Buz4KNXIdc,2023-01-31 19:55:25+00:00
81,1620509849002950656,"Many a head turned as timeless cars from Mercedes, MG Motors, Rolls-Royce and Wolseley drove down the streets of India's Kolkata city https://t.co/GXH0QKounW",2023-01-31 19:50:30+00:00
82,1620509841457389579,'Farewell to a wonderful beast': Branson's homage to Boeing 747 https://t.co/uU7laFJBUw https://t.co/ZLU4XjcnaB,2023-01-31 19:50:28+00:00
83,1620508581857566763,U.S. appeals court tosses $185 million Quinn Emanuel fee award in Obamacare case https://t.co/6KeeYmcHiL https://t.co/s9Nce1WvyM,2023-01-31 19:45:28+00:00
84,1620508464542883848,"As the San Francisco Lunar New Year parade approaches, workers are putting the final touches on floats for the celebration https://t.co/AsxVrWGsrh",2023-01-31 19:45:00+00:00
85,1620507311667126284,U.S. labor cost growth smallest in a year; labor persistently tight https://t.co/AxcC8FMaFy https://t.co/3dLWmEe0xT,2023-01-31 19:40:25+00:00
86,1620507206398484488,"'Kevin, Joe, I don't want to get emotional. We can do that later but I love you guys very much. I'm glad that that day we decided not to do this anymore that we changed our minds together,' Nick Jonas said as the Jonas Brothers received a star on the Hollywood Walk of Fame https://t.co/6AMxjJsSOj",2023-01-31 19:40:00+00:00
87,1620506061617733637,Spotify shares jump on bullish outlook as more users tune in https://t.co/3DjO9XpeW8 https://t.co/zo8IcEq81v,2023-01-31 19:35:27+00:00
88,1620505948140838928,"The first papal visit to Democratic Republic of Congo since 1985 is underway, a trip that aims to highlight the human cost of decades of conflict in the mineral-rich central African country https://t.co/QcmNThoJrk https://t.co/t7mqieQRu9",2023-01-31 19:35:00+00:00
89,1620504835362521088,"Tesla considering plant near Mexico City's new airport, Mexican official says https://t.co/hgC02JmuQ2 https://t.co/0McLGdkowI",2023-01-31 19:30:34+00:00
90,1620504818329559085,The Mawaheb art studio in Dubai offers artists with special needs a space to create and sell their work https://t.co/Om5BuaSFyX,2023-01-31 19:30:30+00:00
91,1620503532947349524,"Exclusive: Warner Bros Discovery licenses movies and TV shows to Roku, Tubi https://t.co/xm5BidLNHR https://t.co/awHdYzTfWd",2023-01-31 19:25:24+00:00
92,1620503002225455104,"The Memphis Fire Department fired two emergency medical technicians and a fire department lieutenant who responded to the scene of the deadly beating of Tyre Nichols by five city police officers.

Here is a timeline of the medical response https://t.co/ejcsuIZVns 👇 1/9",2023-01-31 19:23:17+00:00
93,1620502299868110866,"In a year when U.S. gasoline prices surged, Exxon Mobil in 2022 took in an astronomical $56 billion in profit - setting not only a company record, but a historic high for the Western oil industry https://t.co/Xt7ycqbnwx $XOM https://t.co/AYKU9uf2a6",2023-01-31 19:20:30+00:00
94,1620502284948889600,"Apple workplace rules violate U.S. labor law, agency finds https://t.co/p3YY7Z2HdC https://t.co/eXeeJYfssj",2023-01-31 19:20:26+00:00
95,1620501668898152448,CORRECTION: The Memphis Fire Department fired two emergency medical technicians and a fire department lieutenant who responded to the scene of the deadly beating of Tyre Nichols by five city police officers. We will delete a tweet containing an error https://t.co/NUlwvjOGHN https://t.co/OFIBjrN0rr,2023-01-31 19:17:59+00:00
96,1620501036845699072,U.S. Justice Department seeks Tesla driver-assist documents https://t.co/aJy25XIfaJ https://t.co/Zztm8SFpdg,2023-01-31 19:15:29+00:00
97,1620499763903832085,Britain's Tesco buys Paperchase stationery brand https://t.co/sctwstKmqE https://t.co/L1nBZRDg1C,2023-01-31 19:10:25+00:00
98,1620499656567398404,‘Pepino the Cucumber’ comes back to life to kick off Bolivia's carnival https://t.co/ZyDe4QYaHh,2023-01-31 19:10:00+00:00
99,1620498543273287717,Debt ceiling fight: This time it's different. Here's how https://t.co/cv8Nmj337X https://t.co/A7EPkAW9fk,2023-01-31 19:05:34+00:00
100,1620498521987194908,🔊 Supply chains were plunged into chaos during the pandemic. Sea-Intelligence CEO Alan Murphy joins @Breakingviews’ @aimeedonnellan to discuss China’s changing role in global trade – and how that impacts the price of everything from iPhones to cars https://t.co/Nd71gcDMNr,2023-01-31 19:05:29+00:00
101,1620497443665154048,Exxon smashes Western oil majors' profits with $56 billion in 2022 https://t.co/70Vwnj0l3Y https://t.co/iZ3mgdK6rK,2023-01-31 19:01:12+00:00
102,1620496007711662090,Former ‘Baywatch star’ Pamela Anderson attended the L.A. premiere of her Netflix documentary ‘Pamela: A Love Story’ https://t.co/GRquY7RZui,2023-01-31 18:55:30+00:00
103,1620495982948487168,From Breakingviews - McDonald’s finds inflationary happy place https://t.co/5WzBh2pYNn,2023-01-31 18:55:24+00:00
104,1620494720572039181,Johnson Matthey partners with Plug Power to boost hydrogen tech https://t.co/6dqQ7Q4D9R https://t.co/6MgtAFB9Vf,2023-01-31 18:50:23+00:00
105,1620494623570370574,"🏒 Kenya's only ice hockey team, Kenya Ice Lions, get creative about their training to make up for a lack of ‘ice time’ https://t.co/UemTj8kk9d https://t.co/xhwY4ZlKPk",2023-01-31 18:50:00+00:00
106,1620493470753345536,From Breakingviews - Big oil can be lean and not mean https://t.co/YX5Keehqxd,2023-01-31 18:45:25+00:00
107,1620492202244808714,From Breakingviews - New Spotify release gives bull-market vibes https://t.co/4hWkumRqgW,2023-01-31 18:40:22+00:00
108,1620492106920861698,"'The campaign is fundamentally about shining a spotlight on the critical importance of early childhood and how it shapes the adults we become,' Kate said during her speech at the BAFTA headquarters in London at the launch of Shaping Us campaign https://t.co/jlO93FY0kO",2023-01-31 18:40:00+00:00
109,1620490974924349444,China said it is 'seriously concerned' about a report that the United States has stopped granting American companies export licenses to tech giant Huawei. Read more: https://t.co/HCpIMSWOAU https://t.co/OX996J7vDo,2023-01-31 18:35:30+00:00
110,1620490960802037763,"Crypto lender Celsius propped up its token, benefiting insiders - U.S. bankruptcy examiner https://t.co/tezZoNayA6 https://t.co/zMPpnNm75W",2023-01-31 18:35:26+00:00
111,1620489764204863490,Amgen launches biosimilar version of AbbVie's Humira https://t.co/ZZAFfDyw3K https://t.co/z98iaoGtAP,2023-01-31 18:30:41+00:00
112,1620489717107068928,"A galaxy whirlpool spotted in Hawaii on January 18 seemed to be related to the SpaceX company's launch of a new satellite, the National Astronomical Observatory of Japan said https://t.co/GyENIDm7zE",2023-01-31 18:30:30+00:00
113,1620488440948170766,GM shoves aside recession fears with robust 2023 forecast https://t.co/NMWtR7Go7D https://t.co/PwbsSARf8G,2023-01-31 18:25:26+00:00
114,1620487200101089281,Dinosaur skeletons dug up in the U.S. have arrived in Denmark for the opening of the Museum of Evolution at the Knuthenborg Safaripark https://t.co/V7WWaQqkLt,2023-01-31 18:20:30+00:00
115,1620487192291205120,EV maker Lotus Tech to go public in the U.S. via deal with L Catterton SPAC https://t.co/hPDXScdp05 https://t.co/aA6eQvum0r,2023-01-31 18:20:28+00:00
116,1620485928790761476,Cash is king in Lebanon as banks atrophy https://t.co/idPhcY9UQQ https://t.co/SNsb9eOPmV,2023-01-31 18:15:27+00:00
117,1620484683170553865,"Algeria hosted an all-women car race, taking drivers through scenic roads across the North African country https://t.co/wO0Z64bAwz",2023-01-31 18:10:30+00:00
118,1620484663134281728,Pope condemns 'poison of greed' stoking conflict in Congo https://t.co/8dSTTUgTo8 https://t.co/u7eyVVYlGE,2023-01-31 18:10:25+00:00
119,1620483402842480655,U.S. Justice Department asks Tesla for documents on driver assist systems https://t.co/9VxxEBO4Je https://t.co/0dvDEzKFHb,2023-01-31 18:05:25+00:00
120,1620482784564322338,Roman Abramovich is among sanctioned Russians previously linked to UK property who have not appeared on Britain’s new ownership register https://t.co/nj9c8PZTGY,2023-01-31 18:02:57+00:00
121,1620482292153032718,Neymar to miss struggling PSG's trip to Montpellier https://t.co/FvTIfKYxB6 https://t.co/whxno29Tpm,2023-01-31 18:01:00+00:00
122,1620480884032806943,Wall Street buoyed by easing inflation concerns ahead of Fed decision https://t.co/gSTV0LmWD5 https://t.co/MZYuQwwZ1o,2023-01-31 17:55:24+00:00
123,1620479624013553677,U.S. Rep. Santos to recuse himself from committee assignments https://t.co/MI6zT1NCOJ https://t.co/bX5o2K5Xua,2023-01-31 17:50:24+00:00
124,1620479523991986196,"At least 30 Madagascans have died and tens of thousands have been left homeless since Cyclone Cheneso made landfall last week, authorities said https://t.co/e2Q8yQG9S8 https://t.co/oh2oJCzz2C",2023-01-31 17:50:00+00:00
125,1620478385435582475,Elon Musk seeks to end lawsuit over 'inadvertent' late disclosure of Twitter stake https://t.co/gCT8WELv9y https://t.co/1I27iQibzU,2023-01-31 17:45:28+00:00
126,1620477990537936896,"A stretcher can be seen being wheeled into the area.

Nichols arrives at St. Francis Hospital in critical condition https://t.co/ejcsuIZVns 9/9 https://t.co/55EKO2xaWQ",2023-01-31 17:43:54+00:00
127,1620477612782129152,One of the medical technicians asks Nichols: 'What'd you have? We're trying to get you straight. What'd you have?' Nichols' response is unintelligible 8/9 https://t.co/v6r2N0G8nh,2023-01-31 17:42:24+00:00
128,1620477265762209792,"Personnel on scene periodically tend to Nichols, although several minutes pass where he is left unattended.


The EMTs appear to render some aid, although the view is obscured by officers gathering, one officer covers his camera or turns it away. They call for an ambulance 7/9 https://t.co/ECPsoLXGEU",2023-01-31 17:41:01+00:00
129,1620477133238706202,"One engine on this Emirates plane is running fully on sustainable aviation fuel, which some see as the carbon savior for the aviation sector https://t.co/5sqE7GHqeO",2023-01-31 17:40:30+00:00
130,1620477101395550227,Cash-strapped Pakistan talks to IMF in bid to unlock $7 bln bailout https://t.co/YWAbrrt8Pq https://t.co/Yqdp3RIK7s,2023-01-31 17:40:22+00:00
131,1620476413659975682,"Nichols slumps to his right and falls to the asphalt. An officer grabs Nichols by the arm and pulls him back into a sitting position.

The two fire department EMTs arrive with bags, which they place on the ground; their driver remains in the vehicle, the department said 6/9 https://t.co/NRuKU10qIB",2023-01-31 17:37:38+00:00
132,1620476096616747008,"With his beating at the second scene over, Nichols is then dragged across the asphalt to sit propped up against a patrol car, hands apparently cuffed behind him. 

Officers mill about for the next three minutes 5/9 https://t.co/jup2RGr8V5",2023-01-31 17:36:23+00:00
133,1620475843876102169,"Factbox: Peshawar, Pakistan's 'city of flowers', long marred by militant violence https://t.co/hMJ1vtYkUI https://t.co/m3y2CU5297",2023-01-31 17:35:22+00:00
134,1620475749173002240,A team with specialized detection equipment has joined the hunt for a tiny radioactive capsule that has sparked a radiation alert across parts of Western Australia https://t.co/8gjdtAvd95 https://t.co/kkSa14tsO3,2023-01-31 17:35:00+00:00
135,1620475629702643713,"The EMTs arrive at the first location, where the traffic stop took place, in a fire department vehicle, and are directed by police at the scene to the second location, the department said 4/9 https://t.co/AxXPz6txnN",2023-01-31 17:34:31+00:00
136,1620475146929856512,"Memphis fire dispatchers receive a call from police saying someone had been pepper-sprayed at the location where Nichols was pulled over in his vehicle by police. Officers have caught Nichols at a second location.

Over the next few minutes, officers brutally beat Nichols 3/9 https://t.co/8h6oztlfLh",2023-01-31 17:32:36+00:00
137,1620474732301918208,"Memphis police officers begin using force on Nichols, yanking him out of his car and onto the ground and, soon after, spraying a chemical irritant into his face.

A few minutes later, Nichols breaks free and runs away 2/9 https://t.co/FPNNtPuHBm",2023-01-31 17:30:57+00:00
138,1620474639863382017,"U.S., allies mark anniversary of Myanmar coup with fresh sanctions https://t.co/6bdRVM38nO https://t.co/7GNuF7rbt0",2023-01-31 17:30:35+00:00
139,1620473328514244620,"AbbVie's Humira gets a U.S. rival, but costs could stay high https://t.co/a7Xoi8uw94 https://t.co/Wjcq7Tk52c",2023-01-31 17:25:23+00:00
140,1620472086970900483,Airbus and Qatar edge towards agreement in A350 dispute - sources https://t.co/XjBdYNDFJl https://t.co/viyxLjsRfy,2023-01-31 17:20:27+00:00
141,1620471974429335573,"The Montgomery County Department of Police released a video of a man stealing a gorilla statue from an antique shop in the town of Kensington, Maryland. The department said that 'a reward of up to $10,000 is being offered for information that leads to the arrest of the suspect' https://t.co/ahPANKZgJh",2023-01-31 17:20:00+00:00
142,1620470823852056576,GM to help Lithium Americas develop Nevada's Thacker Pass mine https://t.co/kL34muAk6g https://t.co/Weex9aTWVs,2023-01-31 17:15:25+00:00
143,1620469561429561344,"Lebanon to devalue currency by 90% on Feb. 1, central bank chief says https://t.co/sKdH0PaXe9 https://t.co/lRxG5adB8f",2023-01-31 17:10:24+00:00
144,1620469457607860239,A green-hued comet that last passed the Earth when Neanderthals still inhabited Eurasia and mammals and saber-toothed cats roamed the landscape will swing by about 26.4 million miles from our planet this week https://t.co/hcmW9rB11x https://t.co/S0j5qPKbie,2023-01-31 17:10:00+00:00
145,1620468289443971072,"McDonald's tops profit estimates, warns short-term inflation to persist https://t.co/VFTGkpnTMe https://t.co/ZbVeglevde",2023-01-31 17:05:21+00:00
146,1620467219946676252,"Two years on, Myanmar coup takes a 'catastrophic toll' https://t.co/Ap6yXkRBZk https://t.co/l2hrbtwfET",2023-01-31 17:01:06+00:00
